id,created_at,name,suburb,address,courts,price,booking_url,lat,lng,city,state,photo_url,opening_hours,open_hour,close_hour,google_rating,google_review_count,open_hour_weekend,close_hour_weekend,min_duration,peak_start_hour,peak_end_hour,late_night_hour,late_night_price,place_id
48,2026-03-14 11:00:12.321965+00,Queensland Badminton Centre,Acacia Ridge,Acacia Ridge QLD 4110,12,$20-$33/hr,https://www.qbcbadminton.com.au/,-27.588,153.029,Acacia Ridge,QLD,https://lh3.googleusercontent.com/place-photos/AL8-SNGDBBgDY59ODkJ0sZyLW9dfRu4cGnqdBUenFNO7Z-e3r7IwzdvTIgXqHLJ7a8N1eDNAhTNvE9240WQUz_xKHqj8hdK0haMTm4Kooeq0IaZ-BzIfSEKVGRo8buUAoepYwlgUtLHLrUNI9MKbfDM=s1600-w800,Mon-Sun 6am - 11pm,6,23,4.6,24,,,,16,21,21,20,ChIJ-TpAhQtPkWsRnZ0j51Tzsms
49,2026-03-14 11:00:12.321965+00,Sams Badminton Arena,Richlands,"Richlands QLD 4077, Australia",6,$18/hr,https://www.samsbadminton.com.au/,-27.5822777,152.9575743,Richlands,QLD,https://lh3.googleusercontent.com/places/ANXAkqFbva4mHQRzyuz6vE2rQr8nXqqM72UmauwYgof6LmWmtYkbMhPOWBuQNPtTF72FsNTmzZYCot4xjoWU4J5V_q-OYfDBMETxlbE=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.6,127,,,,,,,,ChIJsTmAKHdZkWsRIGEDH2pLEdc
50,2026-03-14 11:00:12.321965+00,Badminton Brisbane,Rocklea,"Rocklea QLD 4106, Australia",9,$15/hr,https://www.badmintonbrisbane.com.au/,-27.5533851,153.0000416,Rocklea,QLD,https://lh3.googleusercontent.com/places/ANXAkqG0ipExzoAw6h5VME0LpY4k7eecdimHdu1y0Bw3phvMExl8Yhen8v5xuChvX7gAW6AFz4XmAalZFaddbVkBpF44Nyto6GYxNV4=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.9,22,,,,,,,,ChIJZcilvhJFkWsRAa9AQH4m1-c
51,2026-03-14 11:00:12.321965+00,Sleeman Sports Complex,Chandler,"1763 Old Cleveland Rd, Chandler QLD 4155, Australia",3,$34/hr,https://sleemansports.com.au/hire/sport-facilities/courts,-27.5112752,153.1532656,Chandler,QLD,https://lh3.googleusercontent.com/place-photos/AL8-SNFWWa4QIEQRl6WJbLENuCJMG-824MOXLrr8zDyDKQgxCrdId_lF75ZacmGC7_rwbDeMlBYIsdS3nkSlx3YYh1pbklbl81CEz0Wslx9I4ADCASBpqvpmtqEDbSSvL2EyB5EWqkqx4pUgflxDig=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.4,1231,,,,,,,,ChIJ_eABcjZckWsR5b28OJGbmNI
52,2026-03-14 11:00:12.321965+00,CPLUSco Brisbane,Coopers Plains,"Coopers Plains QLD 4108, Australia",6,$20/hr,https://badminton.com.au,-27.5658223,153.0206446,Coopers Plains,QLD,https://lh3.googleusercontent.com/places/ANXAkqGkZTz0af76btduvuHtlJO5CVIhrYyjnhdr_BLm7NV_Ixis6p6ax8PcTeDUq2p1IumF03a3jJqEKODQhSAeP4-H4-SVIckIkFY=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.3,19,,,,,,,,ChIJfSxd2QxakWsR6gLwd-WJ04c
53,2026-03-14 11:00:12.321965+00,Dragon Racket Sports Club,Coopers Plains,"4/260 Musgrave Rd, Coopers Plains QLD 4108, Australia",6,$22/hr,https://www.dragonclub.org,-27.5614404,153.0358358,Coopers Plains,QLD,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEELIrymxoLT64cQcUdd3bDuqUP4G3zhY2Ydt-gQfGgiXB5GLj_51_oNYRwdeA_TjpJUaSqs7QiEdRuPMTkwTk9S1v_RX3XS-VShDMp-H8wV36N01BnWUqhVflaaIQEouio6dwIlc9jKqzCgV1stQ7qjxcNNjhmrK0mxYmDx-fiRExl2pzVLD-uHl8X8FvhZX5ia4h3nZYiZLr0H9UFOHGB-rvFC_96X7lahT-cl1qZOsFAPWv8ZjJxSryaCx3IphL1mvlzDN-NSmUyk6INZlrMQ89kiVsrQBae1AeiSaOb7sGiLvk39EW0m8V7o1inpRWi0v9AoT254eaG1LHEhfi7tssjwwSr_d7bN9ZUtvm62uOSNwnYxskPkGpI-3u8CmZjTanOCMeJkU3jY4El-bL3Cvf4o7irafRFDbBDRr2tbEYP2vjnNBO1GC6m6nXgih18OBpxCD1NYgJxNi0ZGIZ_h817i_MsSrHmAF2GjIx40rCZ7QzAyjR_C80Uv53nOvC0BtQdmJMoXdlWaKVx7qFyO21gjIGHza-77xEiV539wyoIXWC7Mq_U2Ky4EdSHmDipyPOfz&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,Mon–Sun 9am – 10pm,9,22,3.5,6,,,,,,,,ChIJJ38yykBFkWsRqOGyjrx-oL8
54,2026-03-14 11:00:12.321965+00,UQ Sports Hall,St Lucia,"Sir Fred Schonell Dr, St Lucia QLD 4067, Australia",4,$26/hr,https://www.uqsport.com.au/,-27.4942825,153.0030744,St Lucia,QLD,https://lh3.googleusercontent.com/place-photos/AL8-SNEYzs_aGoN9x1foqTbuADpQKofCxNbGPFC2bojnSO1pKUzGTLB34lH6AlnT62k1fkWpl0a0Lf_Z4O-MPEuVih9HUffaP8ITo7wsGtGUxFaa3AG3bAwHMa0xXd1lnFEoNxsnorxKtgnkIUL4wg=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.2,259,,,,,,,,ChIJ2bWebHhakWsRbgbebsxVbho
55,2026-03-14 11:00:12.321965+00,PCYC Mackay,Mackay,Mackay QLD 4740,4,$10/session,https://www.pcyc.org.au/,-21.1425,149.1868,Mackay,QLD,https://lh3.googleusercontent.com/place-photos/AL8-SNHwUWzUQCqvj-qxoWgTHsPx1XpepuJwuvRO9ApavGirarEKxPbSwpJxmj55TYaY8G2-peeQWe_dtV0zSI5lCq5EYgra5QwdWg5TMu-DpUauCYGfiCLOfYCobolZ2hN5qjIsa3M6qUya0_AO=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.2,33,,,,,,,,ChIJXYU2UEfU22sRg419b_dTlzc
56,2026-03-14 11:00:12.321965+00,Leisurelife Badminton,Victoria Park,"Victoria Park WA 6100, Australia",12,$22/hr,https://www.leisurelife.com.au/,-31.9747152,115.8975916,Victoria Park,WA,https://lh3.googleusercontent.com/place-photos/AL8-SNF4lCNdluhe-UJSm3JheVE6aOJsSQZhhQcYOZe4BsYuC36cjxu0Swm3O5MQA0WarBA5hdrju9oerDhuFaMDAKuGHA_ByRkR_Nlhrw8wv00bZ9ILBaP8POc434OAmpEW-ZlLn0AcLEGeL4BxAA=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.3,382,,,,,,,,ChIJG0bkq3i7MioRkoy2VV6u8eY
57,2026-03-14 11:00:12.321965+00,Perth Badminton Arena,Malaga,"Malaga WA 6090, Australia",7,$24/hr,https://pba.yepbooking.com.au,-31.8554761,115.8933973,Malaga,WA,https://lh3.googleusercontent.com/places/ANXAkqF8xx2zXTKds1Fr2j_pG4swUDb58sCkKxCEIpercwl5J5DKjYTrxE3T1bYZACnxqbh5_7UGN0BxHNlFbHJ_DIs586swuntvwPk=s1600-w800,Mon–Sun 8am – 10pm,8,22,4.0,41,,,,,,,,ChIJf8nfPACxMioRxcLdQ4kUTKE
58,2026-03-14 11:00:12.321965+00,HBF Arena,Joondalup,"Mullaloo WA 6027, Australia",21,$20/hr,https://www.arenajoondalup.com.au/sport/court-hire,-31.752231,115.7693535,Joondalup,WA,https://lh3.googleusercontent.com/places/ANXAkqFFFGTzgxWrMqZ307z-CWa6JK4jfOT2NoFPFvb9apFpjcxJW3OCSnzsYk77mR55UyyjuK66B8h2iYGd0U1JFAKybhKw2FbjCwQ=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.3,1382,,,,,,,,ChIJmWhev2JTzSsRXEkdHedC3rE
59,2026-03-14 11:00:12.321965+00,UWA Recreation Centre,Crawley,"35 Stirling Hwy, Crawley WA 6009",6,$22/hr,https://www.sport.uwa.edu.au/bookings-and-hire,-31.981,115.818,Crawley,WA,https://lh3.googleusercontent.com/places/ANXAkqF4aOwCZP2bHNt_AGQbZkyHhQNJiQ1qq746FvvuB6TD8tSP4XwVkMZOSpyzNOeWBACNXyZFHnNOQE6EYJA0w5oS6c9Kvk_v7KE=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.3,256,,,,,,,,ChIJh3h0TPekMioRQ7n5GmL2CNU
60,2026-03-14 11:00:12.321965+00,George Burnett Leisure Centre,Karawara,Kalamunda WA 6076,4,$20/hr,https://southperth.wa.gov.au/community/services/social-badminton,-31.974,116.058,Kalamunda,WA,https://lh3.googleusercontent.com/places/ANXAkqFHaYqOMT-W6_E9gixKFcf_GNMdLgl6fvTDK0id2HC1BoaCqrU8UZxaJ9K4SVQ_lKOS8nRu0CD5_awExpIJlwoZqo89bYQqo6E=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.2,214,,,,,,,,ChIJl_FrX5S8MioR5nL65cNvRmg
61,2026-03-14 11:00:12.321965+00,Adelaide Badminton Centre,Torrensville,"60 Hardys Rd, Torrensville SA 5031, Australia",9,$31/hr,https://adelaidebadmintoncentre.yepbooking.com.au,-34.9181554,138.5544425,Torrensville,SA,https://lh3.googleusercontent.com/place-photos/AL8-SNH4VicJbTCLJhbr22IjZw670y0FJd67Pdy6YG1_8iMkWZ3qK0pv5b9np8R2aAmXmWANqx9pQ6o2WnegwpUHsmL96qVuswHfcPhimMleJfR4phG_Sc7WQHzWNddNYyzKmyKGbCqjtzhBPiI3Jw=s1600-w800,"Mon-Fri 11am - 11pm, Sat-Sun 8am - 11pm",11,23,4.5,390,8,23,,,,,,ChIJKQpSZovFsGoR2NZmHnkX44M
62,2026-03-14 11:00:12.321965+00,SA Badminton Satterley Hall,Lockleys,Lockleys SA 5032,7,$25/hr,http://www.badmintonsouthaustralia.com.au,-34.927,138.531,Lockleys,SA,https://lh3.googleusercontent.com/place-photos/AL8-SNH15WFWktgv1NFgVTgFAGd-GRZ73tn2dt0AuWXAlrQICLM1DbKgrXjLj6MdguqTTWyCEjXKgbFNkZtXa366ZQCEm64z4iJYq2R1ipAy7PDqCGDjMXDJxlavV2R2TNp8s7epCZwXV_zJvRKjhw=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.6,116,,,,,,,,ChIJSZ08QgPFsGoRtgLqARsVoiU
63,2026-03-14 11:00:12.321965+00,STARplex,Evanston Park,"Evanston Park SA 5116, Australia",4,$18/hr,https://starplex.com.au/sport/badminton,-34.6254277,138.7454371,Evanston Park,SA,https://lh3.googleusercontent.com/places/ANXAkqFwHuYyQ18k3isCP_Tp6T9JMioyTzt1Fdk9h_DECwYifoes7ZrE0_VkDg1lTdZ8l9DV5Wwk3As8Z8gwnPB3lV7vyUqbEd0OCy8=s1600-w720,Mon–Sun 9am – 10pm,9,22,4.5,169,,,,,,,,ChIJuxOqSm1Vt2oRG5CFJX9v5ek
64,2026-03-14 11:00:12.321965+00,Badminton ACT,Bruce,"Battye St, Bruce ACT 2617",8,$22/hr,https://www.badmintonact.org.au/,-35.248,149.098,Bruce,ACT,https://lh3.googleusercontent.com/place-photos/AL8-SNERI4H7JOltHdlRAAlofdb6c3AzsXhXB93Vbk5oy3j9PplSlaCZL27vJnkEgaAUQDyCTzQ3APbMysK6Ci4MHqtV15-eNzZJrLwwoO4fWsa79BXw1PAdeBYLvxgYwtIuNXRgLikEs_njVkyLBQ=s1600-w800,Mon–Sun 9am – 10pm,9,22,5.0,109,,,,,,,,ChIJuQ3avfSF1moRAChNjFHLPC4
66,2026-03-14 11:00:12.321965+00,Badminton Tasmania Hobart,Hobart,Hobart TAS 7000,4,$18/hr,https://stbacourts.skedda.com/booking,-42.8821,147.3272,Hobart,TAS,https://lh3.googleusercontent.com/places/ANXAkqHbjV1kW2ixfV43S8_dFP2u-EW-WKQza-xJGYQVfwq6M8qJFwvmGAPyDoyDLdT5ltpNWIP9AIjwjOlJXPJheA5yWoewXqVXdM8=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.5,162,,,,,,,,ChIJ6Vkyseh1bqoRKuARVp1IkOA
67,2026-03-14 11:00:12.321965+00,Launceston Badminton,Launceston,"Launceston TAS 7250, Australia",4,$15/hr,https://www.badmintontas.org.au/,-41.439068,147.1357671,Launceston,TAS,https://lh3.googleusercontent.com/places/ANXAkqG23ESQ8uG8xs8z6ZIRFk4mrNYANTlZ2wBjla_XhsQ2ploXm78xxZWM7aSiZxk9K_fBPjzoJ4HKN3n1lIwwzlKpTA6v0MoqpgI=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.4,117,,,,,,,,ChIJEzwAD-WmcKoR8XKDI7kCzVw
68,2026-03-14 11:00:12.321965+00,NT Badminton Centre,Darwin,Darwin NT 0800,6,$25/hr,https://www.ntbadminton.org.au,-12.4634,130.8456,Darwin,NT,https://lh3.googleusercontent.com/place-photos/AL8-SNEwj0ZMJG8JvWmHJhDfLKI1yxj5BeNiH3ERksC7MHJwDKcdaA8X1usp3iuoCqAhE0Zdb5ITzyANCp-7E8iRwJqmxov3Z7FeDnFfwCCca4ZAKlul3zu-2cINhlkh_NPYiiYQh5b1B5Iz48N4qg=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.7,42,,,,,,,,ChIJzSdUeQKUwCwRacxNFNWyPOA
69,2026-04-04 04:29:14.569944+00,Beyond Badminton Centre,Clayton,"6 Torteval Pl, Clayton VIC 3168, Australia",18,$35/hr,https://beyondbadminton.yepbooking.com.au/,-37.9285585,145.134581,Melbourne,VIC,https://lh3.googleusercontent.com/place-photos/AL8-SNERI4H7JOltHdlRAAlofdb6c3AzsXhXB93Vbk5oy3j9PplSlaCZL27vJnkEgaAUQDyCTzQ3APbMysK6Ci4MHqtV15-eNzZJrLwwoO4fWsa79BXw1PAdeBYLvxgYwtIuNXRgLikEs_njVkyLBQ=s1600-w800,Mon–Sun 9am – 11pm,9,23,4.6,297,,,,,,,,ChIJmf9_43Zr1moR3vKx_NALT6A
70,2026-04-04 04:29:14.569944+00,Alpha Badminton Centre,Silverwater,"f47/2 Slough Ave, Silverwater NSW 2128, Australia",13,$29-$38/hr,https://alphabadminton.yepbooking.com.au/,-33.8307748,151.0496993,Sydney,NSW,https://lh3.googleusercontent.com/place-photos/AL8-SNFbo14Xc9M1dzcumKGb0Z35jbdb1_MPYrUSOkAlRySKun-IYKqh9Jbq4x8Q3Y5OK2lIPw60tuCWVd6VQ9kcNSB-RRFgQryNL-4z66QiN2NCa4GS9quTRzYezG7N1JiEcKsQg0qrm3pNEWayOg=s1600-w800,"Mon-Fri 9am - 11pm, Sat-Sun 7am - 11pm",9,23,4.5,228,7,23,60,17,22,22,20,ChIJmZXOtWWjEmsRUqvI1ikzW68
71,2026-04-04 04:29:14.569944+00,Hunter Badminton,Wickham,"Unit 1/16 Albert St, Wickham NSW 2293, Australia",4,$10/session,https://hunterbadminton.yepbooking.com.au/,-32.9186937,151.7559623,Newcastle,NSW,https://lh3.googleusercontent.com/places/ANXAkqG2kpd8DMQ6YOsaTImtx-qK_abBhBVsm7agCOqPGbXPcbshFRtjw5AaUny6WTafOcC3Mrf4VQ6U-yK1esjIezyXaRNot4t3hT4=s1600-w800,Mon–Sun 9am – 7pm,9,19,4.8,80,,,,,,,,ChIJsVhR11YUc2sREzTj_584P1w
72,2026-04-04 04:29:14.569944+00,Kings Park Badminton Centre,Kings Park,"6 Garling Rd, Kings Park NSW 2148, Australia",7,$21/hr,https://sydneybadminton.intennis.com.au/secure/customer/booking/v1/public/show,-33.7454338,150.9140206,Sydney,NSW,https://lh3.googleusercontent.com/places/ANXAkqHYTWeHv6Z3TtLWwFe4G4ImPWLfyAQGtn9wa2ruySJcE5xHWfcfVB9xdSNUFYuIVtnDsDdUcZ1ZKRV63lYjmQD_zCLSp1jRj2I=s1600-w800,Mon–Sun 8am – midnight,8,24,4.4,143,,,,,,,,ChIJ1189RYGZEmsRgq4yKG0kgZ4
73,2026-04-04 04:29:14.569944+00,Brisbane Badminton,Crestmead,"39 Quilton Pl, Crestmead QLD 4132, Australia",9,$25/hr,https://badmintonbrisbane.yepbooking.com.au/,-27.6919103,153.0721357,Brisbane,QLD,https://lh3.googleusercontent.com/place-photos/AL8-SNHbR_qst-TdT-OXJhQ_deRVc3ioyH8_YlxoauNDxDzyGMoJ8jOJrDFhmpUnPb49w6r5IAX_bPdulzrr9xfmrlgDe6toLMwl7OEqgr9UNmFneU9Im451iQdfLTwuDCw3lqDkCJJ0ORxdq75m5iI=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.8,98,,,,,,,,ChIJHQRNu_JHkWsRm2wLIhPdCyk
74,2026-04-04 10:19:38.580927+00,Star Badminton Centre,Southport,"6 Pinter Dr, Southport QLD 4215",6,,https://starbadminton.com.au/pricing/,-27.9746362,153.4098378,Gold Coast,QLD,https://lh3.googleusercontent.com/place-photos/AL8-SNFVoSQ6T9ZQGSEaVcGjq9z9-zaCLCv-Av_NFvtRZz5CFje11FjgZIOoPUOPQjr5VmluKzwdiThLoDbal_Qxw1KG0_HePFAKHPm7qC-NH1ZugXl2fIKM2VD3gL2LsGntaq5kKuTBcHwPX4kqmw=s1600-w800,Mon–Sun 9am – 10pm,9,22,4.1,182,,,,,,,,ChIJA1RJsIUPkWsROfKaZZ12Iqw
75,2026-04-04 10:19:38.901877+00,Nambour Badminton Club,Nambour,"1 Coronation Ave, Nambour QLD 4560, Australia",4,$16-$24/hr,,-26.6237369,152.9602119,Nambour,QLD,https://lh3.googleusercontent.com/place-photos/AL8-SNEJ2IuP6QZ-Xx3ForTMwVtrFUjookTYFMHh1yTISWNFlQ6JVe1DvZtEH81-UJSCHXYH7nLJAZ4vQyEGX4kCFcsh6zaUF_pvPh9VCY8FGBlS3ylRNa3JEeOToglTIHTOLIABLEr5V0fiES-Hkg=s1600-w800,Mon–Sun 5pm – 9pm,17,21,4.8,19,,,,,,,,ChIJowDMYwd5k2sRHNWbzq5YZ-E
76,2026-04-04 10:19:38.983286+00,Cairns Badminton Club,Parramatta Park,"129 Mulgrave Rd, Parramatta Park QLD 4870",8,$7/session,http://cairnsbadminton.net/,-16.9269199,145.7622833,Cairns,QLD,https://lh3.googleusercontent.com/place-photos/AL8-SNEc8g4aG7MLTFr4ahrwGm-GpfxD_-FFFYplYWpclWcOrGca0ulalYmyr7ryKUeiFYSnIxp99HaEZEOjEaiFIMJCgezR3rZUAFcjpfWwryB3aAE_dSzxs-ZpS1qjEPefnYSJJVOd8bvkEPpE-hWeE2rTIQ=s1600-w800,Mon–Sun 9am – 10pm,9,22,5.0,5,,,,,,,,ChIJgd6PSJ9meGkRj-h2nvCwgm8
77,2026-04-04 10:19:39.069805+00,Beaton Park Leisure Centre,Gwynneville,"37 Foley St, Gwynneville NSW 2500",4,,https://wollongong.nsw.gov.au/leisurecentres/our-centres/beaton-park-leisure-centre,-34.4182638,150.8875387,Wollongong,NSW,https://lh3.googleusercontent.com/place-photos/AL8-SNEGl5lTEvC2yU8X1HSGoFJzrq8wxFZ00tqc25jKNdKTgO7TKg6nI7GDm4AALI70zoyxsHS1y_WNN3JvR0HpCrqZG346g4SUiKXDGV42zAJHbouKdoThDejn-JWZtx8CANNn9iuBSUYHvoCkpg=s1600-w800,Mon–Sun 6am – 6pm,6,18,4.3,567,,,,,,,,ChIJXSPlgaAZE2sRoGvy-Wh9AQ8
78,2026-04-04 10:19:39.15166+00,Elphin Sports Centre,Launceston,"Racecourse Cres, Launceston TAS 7250, Australia",4,,http://www.elphinsportscentre.org.au/,-41.4305894,147.1488484,Launceston,TAS,https://lh3.googleusercontent.com/places/ANXAkqG23ESQ8uG8xs8z6ZIRFk4mrNYANTlZ2wBjla_XhsQ2ploXm78xxZWM7aSiZxk9K_fBPjzoJ4HKN3n1lIwwzlKpTA6v0MoqpgI=s1600-w800,Mon–Sun 10am – 4pm,10,16,4.4,117,,,,,,,,ChIJEzwAD-WmcKoR8XKDI7kCzVw
79,2026-04-04 10:19:39.246689+00,Samson Recreation Centre,Samson,"44 McCombe Ave, Samson WA 6163",3,,https://www.fremantle.wa.gov.au/services-and-support/city-facilities/samson-recreation-centre/,-32.0713189,115.8015522,Perth,WA,https://lh3.googleusercontent.com/places/ANXAkqGsD6Fi0bvcgpg1eMeKjtReqf9hGg5X5wy-NH2v0MkohvevNvYt6slfa9fYuUoNJ7__tDDJ-DjoDNCSbWOGAHzyohYHRWdQ_BY=s1600-w800,Mon–Sun 6am – 6pm,6,18,4.4,65,,,,,,,,ChIJpVk78V6iMioR7NVTHQj-73s
80,2026-04-04 10:19:39.319598+00,Mandurah Aquatic And Recreation Centre,Mandurah,"303 Pinjarra Rd, Mandurah WA 6210",16,$11.50/session (social),https://www.mandurah.wa.gov.au/community/places/aquatic-and-recreation-centres/sports-at-the-marc,-32.5369825,115.7369599,Mandurah,WA,https://lh3.googleusercontent.com/place-photos/AL8-SNGDqFuuZeleZFTmi1FmaAYiQFu_g8_PJ3t45usdaTGn-ngAGCPSPpYAlwYrb8MJDAWJ7B9jVkUi7mPgKPbzFXvAxIeX_oCPI4MtVLbewpRUK9YR6lfJwGPM6kokDDWtDGWCgg_VTiVIboX1FCc=s1600-w800,Mon–Sun 7am – 6pm,7,18,4.1,268,,,,,,,,ChIJVVVV2Et5MioRpoU-EW89aoY
81,2026-04-04 10:19:39.397018+00,Murray Sporting Complex,Annandale,"Stuart Dr, Queensland, Australia",3,,https://www.townsville.qld.gov.au/,-19.3327609,146.8261158,Townsville,QLD,https://lh3.googleusercontent.com/place-photos/AL8-SNH_CXbYBfpkN1LIhd1wvOL7zVURYQjlZUhUj-7tGuWwzdDt86Mxf053yX01Ze1RAuBQBvHXIdfrl6V1whrM8Wo-phaU4_ru2SS7YrBRtS-dd6yE8TwzjrWHgYK3zA=s1600-w800,Mon–Sun 8am – 4pm,8,16,4.3,353,,,,,,,,ChIJGf3oA9z71WsRMOxhYvLuAA8
82,2026-04-04 23:13:16.825248+00,Box Hill Indoor Sports,Box Hill,"9 Clarice Rd, Box Hill South VIC 3128, Australia",3,$40/hr,https://boxhillindoorsports.com.au/book-pickleball-badminton/,-37.8358231,145.1313566,Melbourne,VIC,https://lh3.googleusercontent.com/places/ANXAkqFoTLG5E6Yc9Btrjz2fO2XPB91qnN6bWDw0oHlh92QomywwwU6r0AgaW8NjuyAj6yxEw0mA_X3_2XPN1WThT4R7j031M2amo1k=s1600-w1200,,9,22,4.4,475,,,,,,,,ChIJn4G-NJlA1moRnIP842T5zyY
83,2026-04-07 23:34:53.882889+00,SA Badminton Arena,Enfield,"34-36 Ragless Ave, Enfield SA 5085",18,$32/court,https://sa-ba.yepbooking.com.au/,-34.8683822,138.6025739,Enfield,SA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFOuEFBqnVdwgj0IULh8ZxqOx4_fVVlbuTYjQp70wNyJmW6LiQ4GSIDp0B16YKZKkwQ313egHRJmEvCsuuyEmvdmHX0fzUg3YUentjnTyH-YYkPTc9_RqR_-53SkCY2kggfWH20ZaUt7INU4ybJ50j_GvS_kKhrU08TA0ZOFVrM7zWgMLhtT8eBZQfgrG7YlH4gx8RjMcDkuX6c1nktna17eGUpB-P5kb6Xn88w-EnadqmvBvUj-ainq3VZU19xsK34kRNDLM5kjmqLzPds3B2kbP2CH86RtOSFv9KAGrWSXq16Qh7z0otec8DhfR0Elaz-7px9RgYbAU-SDJsXYCrWdzaE6xLtKSsth4jkqvOIvwM2AMe9G8OpHv3tR_zRvRpSGfOzIahCgiaMZJix5wMzTfC8_2T_cgJY9cIoYg0GgJ4P_i9trfa9p6N4TklDKTLsj88OJQ3cAbhA6htNcJ717hWw8mO3aZyuUamG4vd6LQNM-K0phEaNrwBPhajYFI7zQIr4Bnqqeaz-OSagonZYFYKq4IBpl1_mnljEtTNYyinjr6dld_uKKMEfRCXVmmygUgUuoIllqWj8y6Bdqg_kHaUCpw&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,16,22,4.3,15,,,30,,,,,ChIJz0X_clDJsGoRQelg3WX3Irc
84,2026-04-07 23:34:54.677505+00,The ARC Campbelltown,Campbelltown,"531 Lower North East Rd, Campbelltown SA 5074",4,$26/court,https://www.arccampbelltown.com.au/55/activities/badminton,-34.8846676,138.6576538,Campbelltown,SA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEj1XCv6Eu1Y6CIWX2nm6Iq1z2xhmgX3AU2YvajjvVdeAz7mDOUTHSadEdWk1Y8EP5cNWAaE1tLtGw7QbBRrdVVgUi3Dc5Fgp-2tTH24MCCKV1jJgbkA95XilIe3cLX7pAfMZ1O4UXTotbe-xrVCsnbNCxJLu57vemIel-OIs0VBKQiGjrWAbKGhkaK7YZyqnkri677R0j_Ga9n8OAehjXk-KMmbFTB22KjwrOAD_NIuFpnCHAOgkHcdJQ8rGG1P0J7GOW0Efnj3nrCwEKFKfM7oykhzfP99rPtKM2uEd_Wm4GVe_WOrQx0_Iqu0WQWGrXWadIrDLcEN6WkbkWT0RNdsoEAdlSbg8sr7P4WuFEKnG_NlC0nB71J8_cgpUrLkCdGqqDty2f0iXzNmJrSyTdj9Ws9veMCBgKvyDryOKR83M1AFCgcGoEg8MbOI-fyP9L3iKr2KRqMjoQwVCh1fu9q624YErKTuNklLArK4qeYblLvMoy__xxxSSQKMSPqvGrObqBRmuZ5rWr4oCgydFLAxD9DcjMKMul2zkTWGd8_OtNkvGIi25ktC-BcL_0c_Ct2fNHL63FKcA&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,6,21,4.5,1650,,,30,,,,,ChIJ49azEBXKsGoRNVEfKrAHxcA
85,2026-04-07 23:34:56.632632+00,The Lights Sports Centre,Lightsview,"244-270 East Parkway, Lightsview SA 5085",,,https://www.thelights.com.au/,-34.8627357,138.6197814,Lightsview,SA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHN-1Sw5rCF6vfvTXnjSpoqmdMXYdWqA2z8na9T9zKnQ5JQBy7Qp76HJZFuUlvLW1zXGAjxrvV1MPR1E1fdF1Mvl6CRj9tDTkailg7K6vs5B95ELTysVVHo6KEg5wDKwbs0qUP-SlnQwtyKXQal4SM5g3fZvd1evAJPiKMb7_2EzRQ7I3vw5BaWiA-c5NuAnzDV0kQIRFKXDQakAXRWghzYE3p3GsPTav-8ADhrAKZq5MnVjc7GMFtynuZrx_8HqjMfjCnDEGi6r9EUjeIi_vyvFIcaF-5LE29O1grVPb7ZPun0stE14DB-VZJufFY7ZfVJ3C8VTguF2O1oMRm6-S-oilK-cxlHz6gQtGLXlZ0cBiJvh4zJFaU8xKEOU8Zpsu3bOqHHQVEHSwm6d-KI3KPatvU7bvNATTSKCbUvTcbuSfxLb8XM-Q5QtzENJBGtQFXU1RcRBE3xa-2fgN3DSfQ3bg1f1SpLDJWJm46zAiUPgXB1zN3ulTqmB8ZykDIwaXdhTUW2Ut_urblc4zcN6XcS0MJ4yM66mP_6xlBxDa1IqgsC8aPFfqp885kaR5okJgfBkQ&key=AIzaSyBIStEGU6ASiYX99wWGRUvnwDKRf9tTNvA,,9,21,4.6,455,,,30,,,,,ChIJV6Cq4q7JsGoRP9eO9ylTjdI
